query_path,query_part_id,query_view,correct_rank,top_1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576337-34-screw_hx025872/screw_hx025872_640x480_iso.png,189576337-34-screw_hx025872,iso,7,189576347-34-screw_093126__25
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576337-34-screw_hx025872/screw_hx025872_640x480_top.png,189576337-34-screw_hx025872,top,1,189576337-34-screw_hx025872
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576337-34-screw_hx025872/screw_hx025872_640x480_right.png,189576337-34-screw_hx025872,right,13,189576395-34-2453650
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576337-34-screw_hx025872/screw_hx025872_640x480_front.png,189576337-34-screw_hx025872,front,1,189576337-34-screw_hx025872
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576337-34-screw_hx025872/screw_hx025872_640x480_bottom.png,189576337-34-screw_hx025872,bottom,1,189576337-34-screw_hx025872
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576337-34-screw_hx025872/screw_hx025872_640x480_left.png,189576337-34-screw_hx025872,left,18,189576347-34-screw_093126__25
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576337-34-screw_hx025872/screw_hx025872_640x480_back.png,189576337-34-screw_hx025872,back,1,189576337-34-screw_hx025872
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_left.png","DIN 787 Metric Size, Steel T-Slot Bolts",left,1,"DIN 787 Metric Size, Steel T-Slot Bolts"
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_top.png","DIN 787 Metric Size, Steel T-Slot Bolts",top,2,189576172-34-ylbt8x20-c1
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_back.png","DIN 787 Metric Size, Steel T-Slot Bolts",back,26,189576252-114-fm0v224zf
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_bottom.png","DIN 787 Metric Size, Steel T-Slot Bolts",bottom,4,189576183-34-ylat8x17-c1
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_iso.png","DIN 787 Metric Size, Steel T-Slot Bolts",iso,19,189576270-34-bolt_din_261-m8x30
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_front.png","DIN 787 Metric Size, Steel T-Slot Bolts",front,30,189576381-34-bouloncem6_20nfe27-312rapp
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_right.png","DIN 787 Metric Size, Steel T-Slot Bolts",right,1,"DIN 787 Metric Size, Steel T-Slot Bolts"
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189575894-34-70095408/70095408_640x480_front.png,189575894-34-70095408,front,1,189575894-34-70095408
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189575894-34-70095408/70095408_640x480_right.png,189575894-34-70095408,right,1,189575894-34-70095408
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189575894-34-70095408/70095408_640x480_left.png,189575894-34-70095408,left,1,189575894-34-70095408
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189575894-34-70095408/70095408_640x480_top.png,189575894-34-70095408,top,1,189575894-34-70095408
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189575894-34-70095408/70095408_640x480_back.png,189575894-34-70095408,back,1,189575894-34-70095408
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189575894-34-70095408/70095408_640x480_iso.png,189575894-34-70095408,iso,1,189575894-34-70095408
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189575894-34-70095408/70095408_640x480_bottom.png,189575894-34-70095408,bottom,1,189575894-34-70095408
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576449-34-16-280-32-4-10/16-280-32-4-10_640x480_front.png,189576449-34-16-280-32-4-10,front,1,189576449-34-16-280-32-4-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576449-34-16-280-32-4-10/16-280-32-4-10_640x480_right.png,189576449-34-16-280-32-4-10,right,2,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576449-34-16-280-32-4-10/16-280-32-4-10_640x480_iso.png,189576449-34-16-280-32-4-10,iso,2,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576449-34-16-280-32-4-10/16-280-32-4-10_640x480_bottom.png,189576449-34-16-280-32-4-10,bottom,1,189576449-34-16-280-32-4-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576449-34-16-280-32-4-10/16-280-32-4-10_640x480_top.png,189576449-34-16-280-32-4-10,top,1,189576449-34-16-280-32-4-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576449-34-16-280-32-4-10/16-280-32-4-10_640x480_back.png,189576449-34-16-280-32-4-10,back,1,189576449-34-16-280-32-4-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576449-34-16-280-32-4-10/16-280-32-4-10_640x480_left.png,189576449-34-16-280-32-4-10,left,2,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576443-34-16-140-20-4-6/16-140-20-4-6_640x480_back.png,189576443-34-16-140-20-4-6,back,1,189576443-34-16-140-20-4-6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576443-34-16-140-20-4-6/16-140-20-4-6_640x480_bottom.png,189576443-34-16-140-20-4-6,bottom,1,189576443-34-16-140-20-4-6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576443-34-16-140-20-4-6/16-140-20-4-6_640x480_left.png,189576443-34-16-140-20-4-6,left,14,189576667-114-2m02
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576443-34-16-140-20-4-6/16-140-20-4-6_640x480_top.png,189576443-34-16-140-20-4-6,top,1,189576443-34-16-140-20-4-6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576443-34-16-140-20-4-6/16-140-20-4-6_640x480_front.png,189576443-34-16-140-20-4-6,front,1,189576443-34-16-140-20-4-6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576443-34-16-140-20-4-6/16-140-20-4-6_640x480_right.png,189576443-34-16-140-20-4-6,right,3,189576175-114-t356a104k035at
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576443-34-16-140-20-4-6/16-140-20-4-6_640x480_iso.png,189576443-34-16-140-20-4-6,iso,2,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576755-34-vw28-la95-a-5_5/vw28-la95-a-5_5_640x480_left.png,189576755-34-vw28-la95-a-5_5,left,1,189576755-34-vw28-la95-a-5_5
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576755-34-vw28-la95-a-5_5/vw28-la95-a-5_5_640x480_bottom.png,189576755-34-vw28-la95-a-5_5,bottom,1,189576755-34-vw28-la95-a-5_5
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576755-34-vw28-la95-a-5_5/vw28-la95-a-5_5_640x480_top.png,189576755-34-vw28-la95-a-5_5,top,1,189576755-34-vw28-la95-a-5_5
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576755-34-vw28-la95-a-5_5/vw28-la95-a-5_5_640x480_iso.png,189576755-34-vw28-la95-a-5_5,iso,1,189576755-34-vw28-la95-a-5_5
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576755-34-vw28-la95-a-5_5/vw28-la95-a-5_5_640x480_back.png,189576755-34-vw28-la95-a-5_5,back,1,189576755-34-vw28-la95-a-5_5
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576755-34-vw28-la95-a-5_5/vw28-la95-a-5_5_640x480_right.png,189576755-34-vw28-la95-a-5_5,right,1,189576755-34-vw28-la95-a-5_5
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576755-34-vw28-la95-a-5_5/vw28-la95-a-5_5_640x480_front.png,189576755-34-vw28-la95-a-5_5,front,1,189576755-34-vw28-la95-a-5_5
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576454-34-633-40-m5-16-dsg/633-40-m5-16-dsg_640x480_top.png,189576454-34-633-40-m5-16-dsg,top,1,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576454-34-633-40-m5-16-dsg/633-40-m5-16-dsg_640x480_front.png,189576454-34-633-40-m5-16-dsg,front,1,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576454-34-633-40-m5-16-dsg/633-40-m5-16-dsg_640x480_right.png,189576454-34-633-40-m5-16-dsg,right,2,189576449-34-16-280-32-4-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576454-34-633-40-m5-16-dsg/633-40-m5-16-dsg_640x480_iso.png,189576454-34-633-40-m5-16-dsg,iso,2,189576449-34-16-280-32-4-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576454-34-633-40-m5-16-dsg/633-40-m5-16-dsg_640x480_left.png,189576454-34-633-40-m5-16-dsg,left,2,189576449-34-16-280-32-4-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576454-34-633-40-m5-16-dsg/633-40-m5-16-dsg_640x480_back.png,189576454-34-633-40-m5-16-dsg,back,1,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576454-34-633-40-m5-16-dsg/633-40-m5-16-dsg_640x480_bottom.png,189576454-34-633-40-m5-16-dsg,bottom,1,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576381-34-bouloncem6_20nfe27-312rapp/bouloncem6_20nfe27-312rapp_640x480_left.png,189576381-34-bouloncem6_20nfe27-312rapp,left,1,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576381-34-bouloncem6_20nfe27-312rapp/bouloncem6_20nfe27-312rapp_640x480_back.png,189576381-34-bouloncem6_20nfe27-312rapp,back,4,189576291-34-100016x16
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576381-34-bouloncem6_20nfe27-312rapp/bouloncem6_20nfe27-312rapp_640x480_top.png,189576381-34-bouloncem6_20nfe27-312rapp,top,1,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576381-34-bouloncem6_20nfe27-312rapp/bouloncem6_20nfe27-312rapp_640x480_bottom.png,189576381-34-bouloncem6_20nfe27-312rapp,bottom,2,189576183-34-ylat8x17-c1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576381-34-bouloncem6_20nfe27-312rapp/bouloncem6_20nfe27-312rapp_640x480_front.png,189576381-34-bouloncem6_20nfe27-312rapp,front,8,189576369-34-ebtf3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576381-34-bouloncem6_20nfe27-312rapp/bouloncem6_20nfe27-312rapp_640x480_right.png,189576381-34-bouloncem6_20nfe27-312rapp,right,1,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576381-34-bouloncem6_20nfe27-312rapp/bouloncem6_20nfe27-312rapp_640x480_iso.png,189576381-34-bouloncem6_20nfe27-312rapp,iso,7,189576291-34-100016x16
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576407-34-2454295/2454295_640x480_bottom.png,189576407-34-2454295,bottom,1,189576407-34-2454295
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576407-34-2454295/2454295_640x480_left.png,189576407-34-2454295,left,1,189576407-34-2454295
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576407-34-2454295/2454295_640x480_top.png,189576407-34-2454295,top,1,189576407-34-2454295
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576407-34-2454295/2454295_640x480_iso.png,189576407-34-2454295,iso,14,189576417-34-2453652
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576407-34-2454295/2454295_640x480_back.png,189576407-34-2454295,back,21,189576417-34-2453652
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576407-34-2454295/2454295_640x480_right.png,189576407-34-2454295,right,1,189576407-34-2454295
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576407-34-2454295/2454295_640x480_front.png,189576407-34-2454295,front,20,189576337-34-screw_hx025872
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576687-34-alb-10/alb-10_640x480_iso.png,189576687-34-alb-10,iso,1,189576687-34-alb-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576687-34-alb-10/alb-10_640x480_front.png,189576687-34-alb-10,front,1,189576687-34-alb-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576687-34-alb-10/alb-10_640x480_right.png,189576687-34-alb-10,right,1,189576687-34-alb-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576687-34-alb-10/alb-10_640x480_top.png,189576687-34-alb-10,top,9,189576270-34-bolt_din_261-m8x30
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576687-34-alb-10/alb-10_640x480_bottom.png,189576687-34-alb-10,bottom,4,189576270-34-bolt_din_261-m8x30
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576687-34-alb-10/alb-10_640x480_back.png,189576687-34-alb-10,back,1,189576687-34-alb-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576687-34-alb-10/alb-10_640x480_left.png,189576687-34-alb-10,left,1,189576687-34-alb-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576583-34-02462141/02462141_640x480_bottom.png,189576583-34-02462141,bottom,1,189576583-34-02462141
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576583-34-02462141/02462141_640x480_iso.png,189576583-34-02462141,iso,7,189576516-34-64771001
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576583-34-02462141/02462141_640x480_left.png,189576583-34-02462141,left,1,189576583-34-02462141
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576583-34-02462141/02462141_640x480_top.png,189576583-34-02462141,top,1,189576583-34-02462141
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576583-34-02462141/02462141_640x480_back.png,189576583-34-02462141,back,1,189576583-34-02462141
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576583-34-02462141/02462141_640x480_right.png,189576583-34-02462141,right,1,189576583-34-02462141
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576583-34-02462141/02462141_640x480_front.png,189576583-34-02462141,front,1,189576583-34-02462141
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576282-114-atm60-aaa12x12/atm60-aaa12x12_640x480_back.jpg,189576282-114-atm60-aaa12x12,back,1,189576282-114-atm60-aaa12x12
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576282-114-atm60-aaa12x12/atm60-aaa12x12_640x480_top.jpg,189576282-114-atm60-aaa12x12,top,1,189576282-114-atm60-aaa12x12
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576282-114-atm60-aaa12x12/atm60-aaa12x12_640x480_iso.jpg,189576282-114-atm60-aaa12x12,iso,1,189576282-114-atm60-aaa12x12
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576282-114-atm60-aaa12x12/atm60-aaa12x12_640x480_left.jpg,189576282-114-atm60-aaa12x12,left,1,189576282-114-atm60-aaa12x12
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576282-114-atm60-aaa12x12/atm60-aaa12x12_640x480_right.jpg,189576282-114-atm60-aaa12x12,right,1,189576282-114-atm60-aaa12x12
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576282-114-atm60-aaa12x12/atm60-aaa12x12_640x480_front.jpg,189576282-114-atm60-aaa12x12,front,1,189576282-114-atm60-aaa12x12
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576282-114-atm60-aaa12x12/atm60-aaa12x12_640x480_bottom.jpg,189576282-114-atm60-aaa12x12,bottom,1,189576282-114-atm60-aaa12x12
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576829-114-sk_638_____l_25/sk_638_____l_25_640x480_iso.jpg,189576829-114-sk_638_____l_25,iso,6,189576054-114-ldeia1100ka0n00
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576829-114-sk_638_____l_25/sk_638_____l_25_640x480_bottom.jpg,189576829-114-sk_638_____l_25,bottom,1,189576829-114-sk_638_____l_25
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576829-114-sk_638_____l_25/sk_638_____l_25_640x480_top.jpg,189576829-114-sk_638_____l_25,top,2,189576740-34-40_t_shafts_adp416c
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576829-114-sk_638_____l_25/sk_638_____l_25_640x480_right.jpg,189576829-114-sk_638_____l_25,right,1,189576829-114-sk_638_____l_25
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576829-114-sk_638_____l_25/sk_638_____l_25_640x480_front.jpg,189576829-114-sk_638_____l_25,front,1,189576829-114-sk_638_____l_25
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576829-114-sk_638_____l_25/sk_638_____l_25_640x480_back.jpg,189576829-114-sk_638_____l_25,back,1,189576829-114-sk_638_____l_25
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576829-114-sk_638_____l_25/sk_638_____l_25_640x480_left.jpg,189576829-114-sk_638_____l_25,left,2,189576581-114-_a921cy-470m_p3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576514-114-71071085/71071085_640x480_back.jpg,189576514-114-71071085,back,1,189576514-114-71071085
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576514-114-71071085/71071085_640x480_front.jpg,189576514-114-71071085,front,1,189576514-114-71071085
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576514-114-71071085/71071085_640x480_right.jpg,189576514-114-71071085,right,1,189576514-114-71071085
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576514-114-71071085/71071085_640x480_left.jpg,189576514-114-71071085,left,1,189576514-114-71071085
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576514-114-71071085/71071085_640x480_iso.jpg,189576514-114-71071085,iso,2,189576478-114-70996524
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576514-114-71071085/71071085_640x480_top.jpg,189576514-114-71071085,top,1,189576514-114-71071085
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576514-114-71071085/71071085_640x480_bottom.jpg,189576514-114-71071085,bottom,1,189576514-114-71071085
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576581-114-_a921cy-470m_p3/_a921cy-470m_p3_640x480_top.jpg,189576581-114-_a921cy-470m_p3,top,1,189576581-114-_a921cy-470m_p3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576581-114-_a921cy-470m_p3/_a921cy-470m_p3_640x480_iso.jpg,189576581-114-_a921cy-470m_p3,iso,1,189576581-114-_a921cy-470m_p3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576581-114-_a921cy-470m_p3/_a921cy-470m_p3_640x480_left.jpg,189576581-114-_a921cy-470m_p3,left,1,189576581-114-_a921cy-470m_p3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576581-114-_a921cy-470m_p3/_a921cy-470m_p3_640x480_bottom.jpg,189576581-114-_a921cy-470m_p3,bottom,1,189576581-114-_a921cy-470m_p3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576581-114-_a921cy-470m_p3/_a921cy-470m_p3_640x480_right.jpg,189576581-114-_a921cy-470m_p3,right,1,189576581-114-_a921cy-470m_p3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576581-114-_a921cy-470m_p3/_a921cy-470m_p3_640x480_front.jpg,189576581-114-_a921cy-470m_p3,front,1,189576581-114-_a921cy-470m_p3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576581-114-_a921cy-470m_p3/_a921cy-470m_p3_640x480_back.jpg,189576581-114-_a921cy-470m_p3,back,14,189576856-34-13c004004
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576149-114-7076231/7076231_640x480_top.jpg,189576149-114-7076231,top,1,189576149-114-7076231
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576149-114-7076231/7076231_640x480_right.jpg,189576149-114-7076231,right,1,189576149-114-7076231
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576149-114-7076231/7076231_640x480_front.jpg,189576149-114-7076231,front,1,189576149-114-7076231
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576149-114-7076231/7076231_640x480_iso.jpg,189576149-114-7076231,iso,1,189576149-114-7076231
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576149-114-7076231/7076231_640x480_left.jpg,189576149-114-7076231,left,1,189576149-114-7076231
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576149-114-7076231/7076231_640x480_bottom.jpg,189576149-114-7076231,bottom,1,189576149-114-7076231
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576149-114-7076231/7076231_640x480_back.jpg,189576149-114-7076231,back,1,189576149-114-7076231
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576177-114-759407/759407_640x480_back.jpg,189576177-114-759407,back,1,189576177-114-759407
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576177-114-759407/759407_640x480_iso.jpg,189576177-114-759407,iso,2,189576205-114-119351
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576177-114-759407/759407_640x480_front.jpg,189576177-114-759407,front,1,189576177-114-759407
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576177-114-759407/759407_640x480_right.jpg,189576177-114-759407,right,1,189576177-114-759407
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576177-114-759407/759407_640x480_bottom.jpg,189576177-114-759407,bottom,27,189576205-114-119351
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576177-114-759407/759407_640x480_left.jpg,189576177-114-759407,left,1,189576177-114-759407
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576177-114-759407/759407_640x480_top.jpg,189576177-114-759407,top,24,189576740-34-40_t_shafts_adp416c
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576026-114-70258696/70258696_640x480_back.jpg,189576026-114-70258696,back,26,189576183-34-ylat8x17-c1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576026-114-70258696/70258696_640x480_bottom.jpg,189576026-114-70258696,bottom,1,189576026-114-70258696
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576026-114-70258696/70258696_640x480_left.jpg,189576026-114-70258696,left,1,189576026-114-70258696
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576026-114-70258696/70258696_640x480_iso.jpg,189576026-114-70258696,iso,11,189576740-34-40_t_shafts_adp416c
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576026-114-70258696/70258696_640x480_front.jpg,189576026-114-70258696,front,33,189576740-34-40_t_shafts_adp416c
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576026-114-70258696/70258696_640x480_right.jpg,189576026-114-70258696,right,1,189576026-114-70258696
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576026-114-70258696/70258696_640x480_top.jpg,189576026-114-70258696,top,3,189576172-34-ylbt8x20-c1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576293-114-01401215/01401215_640x480_bottom.jpg,189576293-114-01401215,bottom,1,189576293-114-01401215
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576293-114-01401215/01401215_640x480_iso.jpg,189576293-114-01401215,iso,1,189576293-114-01401215
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576293-114-01401215/01401215_640x480_top.jpg,189576293-114-01401215,top,1,189576293-114-01401215
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576293-114-01401215/01401215_640x480_back.jpg,189576293-114-01401215,back,1,189576293-114-01401215
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576293-114-01401215/01401215_640x480_right.jpg,189576293-114-01401215,right,1,189576293-114-01401215
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576293-114-01401215/01401215_640x480_front.jpg,189576293-114-01401215,front,1,189576293-114-01401215
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576293-114-01401215/01401215_640x480_left.jpg,189576293-114-01401215,left,1,189576293-114-01401215
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576534-114-70027399/70027399_640x480_top.jpg,189576534-114-70027399,top,1,189576534-114-70027399
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576534-114-70027399/70027399_640x480_right.jpg,189576534-114-70027399,right,1,189576534-114-70027399
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576534-114-70027399/70027399_640x480_front.jpg,189576534-114-70027399,front,5,189576478-114-70996524
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576534-114-70027399/70027399_640x480_bottom.jpg,189576534-114-70027399,bottom,1,189576534-114-70027399
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576534-114-70027399/70027399_640x480_back.jpg,189576534-114-70027399,back,13,189576252-114-fm0v224zf
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576534-114-70027399/70027399_640x480_iso.jpg,189576534-114-70027399,iso,2,189576175-114-t356a104k035at
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576534-114-70027399/70027399_640x480_left.jpg,189576534-114-70027399,left,1,189576534-114-70027399
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576805-114-agb184/agb184_640x480_iso.jpg,189576805-114-agb184,iso,19,189576581-114-_a921cy-470m_p3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576805-114-agb184/agb184_640x480_left.jpg,189576805-114-agb184,left,1,189576805-114-agb184
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576805-114-agb184/agb184_640x480_back.jpg,189576805-114-agb184,back,20,189576534-114-70027399
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576805-114-agb184/agb184_640x480_top.jpg,189576805-114-agb184,top,1,189576805-114-agb184
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576805-114-agb184/agb184_640x480_right.jpg,189576805-114-agb184,right,1,189576805-114-agb184
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576805-114-agb184/agb184_640x480_front.jpg,189576805-114-agb184,front,38,189576353-34-ebdb3-3-3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576805-114-agb184/agb184_640x480_bottom.jpg,189576805-114-agb184,bottom,1,189576805-114-agb184
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576205-114-119351/119351_640x480_iso.jpg,189576205-114-119351,iso,3,189576177-114-759407
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576205-114-119351/119351_640x480_top.jpg,189576205-114-119351,top,9,189576135-114-als40a222db100
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576205-114-119351/119351_640x480_back.jpg,189576205-114-119351,back,1,189576205-114-119351
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576205-114-119351/119351_640x480_left.jpg,189576205-114-119351,left,1,189576205-114-119351
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576205-114-119351/119351_640x480_bottom.jpg,189576205-114-119351,bottom,22,189576177-114-759407
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576205-114-119351/119351_640x480_right.jpg,189576205-114-119351,right,1,189576205-114-119351
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576205-114-119351/119351_640x480_front.jpg,189576205-114-119351,front,1,189576205-114-119351
