part_id,folder_name,image_path,view,metadata_path,reference,part_number,supplier,material,part_title,design,weight,eclass,rohs
189576496-34-tec_6,189576496-34-tec_6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6.txt,7909773,90-04032025-043350,,,RUD TECDOS cobra fork head hook,Haken VCGH 6,,,
189576496-34-tec_6,189576496-34-tec_6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6.txt,7909773,90-04032025-043350,,,RUD TECDOS cobra fork head hook,Haken VCGH 6,,,
189576496-34-tec_6,189576496-34-tec_6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6.txt,7909773,90-04032025-043350,,,RUD TECDOS cobra fork head hook,Haken VCGH 6,,,
189576496-34-tec_6,189576496-34-tec_6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6.txt,7909773,90-04032025-043350,,,RUD TECDOS cobra fork head hook,Haken VCGH 6,,,
189576496-34-tec_6,189576496-34-tec_6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6.txt,7909773,90-04032025-043350,,,RUD TECDOS cobra fork head hook,Haken VCGH 6,,,
189576496-34-tec_6,189576496-34-tec_6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6.txt,7909773,90-04032025-043350,,,RUD TECDOS cobra fork head hook,Haken VCGH 6,,,
189576496-34-tec_6,189576496-34-tec_6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576496-34-tec_6/tec_6.txt,7909773,90-04032025-043350,,,RUD TECDOS cobra fork head hook,Haken VCGH 6,,,
189576183-34-ylat8x17-c1,189576183-34-ylat8x17-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1.txt,YLAT8X17-C1,90-20102023-019207,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt A,T-bolt A YLAT8X17-C1,,,
189576183-34-ylat8x17-c1,189576183-34-ylat8x17-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1.txt,YLAT8X17-C1,90-20102023-019207,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt A,T-bolt A YLAT8X17-C1,,,
189576183-34-ylat8x17-c1,189576183-34-ylat8x17-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1.txt,YLAT8X17-C1,90-20102023-019207,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt A,T-bolt A YLAT8X17-C1,,,
189576183-34-ylat8x17-c1,189576183-34-ylat8x17-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1.txt,YLAT8X17-C1,90-20102023-019207,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt A,T-bolt A YLAT8X17-C1,,,
189576183-34-ylat8x17-c1,189576183-34-ylat8x17-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1.txt,YLAT8X17-C1,90-20102023-019207,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt A,T-bolt A YLAT8X17-C1,,,
189576183-34-ylat8x17-c1,189576183-34-ylat8x17-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1.txt,YLAT8X17-C1,90-20102023-019207,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt A,T-bolt A YLAT8X17-C1,,,
189576183-34-ylat8x17-c1,189576183-34-ylat8x17-c1,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576183-34-ylat8x17-c1/ylat8x17-c1.txt,YLAT8X17-C1,90-20102023-019207,"YA-VA Intelligent Systems Co., Ltd.",,T-bolt A,T-bolt A YLAT8X17-C1,,,
189576715-34-gye12-krr-b,189576715-34-gye12-krr-b,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b.txt,GYE12-KRR-B,90-10072026-051311,MICHAUD CHAILLY,,"P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE","P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE - GYE12-KRR-B",,,
189576715-34-gye12-krr-b,189576715-34-gye12-krr-b,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b.txt,GYE12-KRR-B,90-10072026-051311,MICHAUD CHAILLY,,"P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE","P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE - GYE12-KRR-B",,,
189576715-34-gye12-krr-b,189576715-34-gye12-krr-b,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b.txt,GYE12-KRR-B,90-10072026-051311,MICHAUD CHAILLY,,"P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE","P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE - GYE12-KRR-B",,,
189576715-34-gye12-krr-b,189576715-34-gye12-krr-b,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b.txt,GYE12-KRR-B,90-10072026-051311,MICHAUD CHAILLY,,"P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE","P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE - GYE12-KRR-B",,,
189576715-34-gye12-krr-b,189576715-34-gye12-krr-b,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b.txt,GYE12-KRR-B,90-10072026-051311,MICHAUD CHAILLY,,"P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE","P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE - GYE12-KRR-B",,,
189576715-34-gye12-krr-b,189576715-34-gye12-krr-b,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b.txt,GYE12-KRR-B,90-10072026-051311,MICHAUD CHAILLY,,"P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE","P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE - GYE12-KRR-B",,,
189576715-34-gye12-krr-b,189576715-34-gye12-krr-b,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576715-34-gye12-krr-b/gye12-krr-b.txt,GYE12-KRR-B,90-10072026-051311,MICHAUD CHAILLY,,"P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE","P6-F/G ROULEMENT À BILLES AUTO-ALIGNEUR AVEC VIS DE BLOCAGE, BAGUE EXTÉRIEURE SPHÉRIQUE - GYE12-KRR-B",,,
189576516-34-64771001,189576516-34-64771001,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001.txt,64771001,90-12032024-044339,MÄDLER GmbH,,"Angular Contact Ball Bearings SKF ®, Single Row, inner diameter 10 - 30 mm","SKF angular contact ball bearing 7200 BEP, single row, inner Ø 10mm, outer Ø 30mm, width 9mm",,,
189576516-34-64771001,189576516-34-64771001,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001.txt,64771001,90-12032024-044339,MÄDLER GmbH,,"Angular Contact Ball Bearings SKF ®, Single Row, inner diameter 10 - 30 mm","SKF angular contact ball bearing 7200 BEP, single row, inner Ø 10mm, outer Ø 30mm, width 9mm",,,
189576516-34-64771001,189576516-34-64771001,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001.txt,64771001,90-12032024-044339,MÄDLER GmbH,,"Angular Contact Ball Bearings SKF ®, Single Row, inner diameter 10 - 30 mm","SKF angular contact ball bearing 7200 BEP, single row, inner Ø 10mm, outer Ø 30mm, width 9mm",,,
189576516-34-64771001,189576516-34-64771001,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001.txt,64771001,90-12032024-044339,MÄDLER GmbH,,"Angular Contact Ball Bearings SKF ®, Single Row, inner diameter 10 - 30 mm","SKF angular contact ball bearing 7200 BEP, single row, inner Ø 10mm, outer Ø 30mm, width 9mm",,,
189576516-34-64771001,189576516-34-64771001,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001.txt,64771001,90-12032024-044339,MÄDLER GmbH,,"Angular Contact Ball Bearings SKF ®, Single Row, inner diameter 10 - 30 mm","SKF angular contact ball bearing 7200 BEP, single row, inner Ø 10mm, outer Ø 30mm, width 9mm",,,
189576516-34-64771001,189576516-34-64771001,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001.txt,64771001,90-12032024-044339,MÄDLER GmbH,,"Angular Contact Ball Bearings SKF ®, Single Row, inner diameter 10 - 30 mm","SKF angular contact ball bearing 7200 BEP, single row, inner Ø 10mm, outer Ø 30mm, width 9mm",,,
189576516-34-64771001,189576516-34-64771001,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576516-34-64771001/64771001.txt,64771001,90-12032024-044339,MÄDLER GmbH,,"Angular Contact Ball Bearings SKF ®, Single Row, inner diameter 10 - 30 mm","SKF angular contact ball bearing 7200 BEP, single row, inner Ø 10mm, outer Ø 30mm, width 9mm",,,
189576353-34-ebdb3-3-3,189576353-34-ebdb3-3-3,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3.txt,EBDB3-3-3,80-09122021-082282,"ZKH Industrial Supply Co., Ltd.",,Axle Pin Bolt EBDB/EBDS,Axle Pin Bolt EBDB3-3-3,,,
189576353-34-ebdb3-3-3,189576353-34-ebdb3-3-3,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3.txt,EBDB3-3-3,80-09122021-082282,"ZKH Industrial Supply Co., Ltd.",,Axle Pin Bolt EBDB/EBDS,Axle Pin Bolt EBDB3-3-3,,,
189576353-34-ebdb3-3-3,189576353-34-ebdb3-3-3,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3.txt,EBDB3-3-3,80-09122021-082282,"ZKH Industrial Supply Co., Ltd.",,Axle Pin Bolt EBDB/EBDS,Axle Pin Bolt EBDB3-3-3,,,
189576353-34-ebdb3-3-3,189576353-34-ebdb3-3-3,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3.txt,EBDB3-3-3,80-09122021-082282,"ZKH Industrial Supply Co., Ltd.",,Axle Pin Bolt EBDB/EBDS,Axle Pin Bolt EBDB3-3-3,,,
189576353-34-ebdb3-3-3,189576353-34-ebdb3-3-3,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3.txt,EBDB3-3-3,80-09122021-082282,"ZKH Industrial Supply Co., Ltd.",,Axle Pin Bolt EBDB/EBDS,Axle Pin Bolt EBDB3-3-3,,,
189576353-34-ebdb3-3-3,189576353-34-ebdb3-3-3,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3.txt,EBDB3-3-3,80-09122021-082282,"ZKH Industrial Supply Co., Ltd.",,Axle Pin Bolt EBDB/EBDS,Axle Pin Bolt EBDB3-3-3,,,
189576353-34-ebdb3-3-3,189576353-34-ebdb3-3-3,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576353-34-ebdb3-3-3/ebdb3-3-3.txt,EBDB3-3-3,80-09122021-082282,"ZKH Industrial Supply Co., Ltd.",,Axle Pin Bolt EBDB/EBDS,Axle Pin Bolt EBDB3-3-3,,,
189576270-34-bolt_din_261-m8x30,189576270-34-bolt_din_261-m8x30,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30.txt,DIN 261 - d M8 x l 30,10-11062001-202053,,,T-head bolts,T-head bolt DIN 261 - M8 x 30,,,
189576270-34-bolt_din_261-m8x30,189576270-34-bolt_din_261-m8x30,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30.txt,DIN 261 - d M8 x l 30,10-11062001-202053,,,T-head bolts,T-head bolt DIN 261 - M8 x 30,,,
189576270-34-bolt_din_261-m8x30,189576270-34-bolt_din_261-m8x30,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30.txt,DIN 261 - d M8 x l 30,10-11062001-202053,,,T-head bolts,T-head bolt DIN 261 - M8 x 30,,,
189576270-34-bolt_din_261-m8x30,189576270-34-bolt_din_261-m8x30,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30.txt,DIN 261 - d M8 x l 30,10-11062001-202053,,,T-head bolts,T-head bolt DIN 261 - M8 x 30,,,
189576270-34-bolt_din_261-m8x30,189576270-34-bolt_din_261-m8x30,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30.txt,DIN 261 - d M8 x l 30,10-11062001-202053,,,T-head bolts,T-head bolt DIN 261 - M8 x 30,,,
189576270-34-bolt_din_261-m8x30,189576270-34-bolt_din_261-m8x30,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30.txt,DIN 261 - d M8 x l 30,10-11062001-202053,,,T-head bolts,T-head bolt DIN 261 - M8 x 30,,,
189576270-34-bolt_din_261-m8x30,189576270-34-bolt_din_261-m8x30,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576270-34-bolt_din_261-m8x30/bolt_din_261-m8x30.txt,DIN 261 - d M8 x l 30,10-11062001-202053,,,T-head bolts,T-head bolt DIN 261 - M8 x 30,,,
189576545-34-1204,189576545-34-1204,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204.txt,1204,90-26102021-037938,ecmu csr,,1200,"roulement à rotule sur billes, alésage cylindrique",,,
189576545-34-1204,189576545-34-1204,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204.txt,1204,90-26102021-037938,ecmu csr,,1200,"roulement à rotule sur billes, alésage cylindrique",,,
189576545-34-1204,189576545-34-1204,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204.txt,1204,90-26102021-037938,ecmu csr,,1200,"roulement à rotule sur billes, alésage cylindrique",,,
189576545-34-1204,189576545-34-1204,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204.txt,1204,90-26102021-037938,ecmu csr,,1200,"roulement à rotule sur billes, alésage cylindrique",,,
189576545-34-1204,189576545-34-1204,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204.txt,1204,90-26102021-037938,ecmu csr,,1200,"roulement à rotule sur billes, alésage cylindrique",,,
189576545-34-1204,189576545-34-1204,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204.txt,1204,90-26102021-037938,ecmu csr,,1200,"roulement à rotule sur billes, alésage cylindrique",,,
189576545-34-1204,189576545-34-1204,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204.txt,1204,90-26102021-037938,ecmu csr,,1200,"roulement à rotule sur billes, alésage cylindrique",,,
189576725-34-ptue20,189576725-34-ptue20,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20.txt,PTUE20,90-09072026-028207,MICHAUD CHAILLY,,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE - PTUE20,,,
189576725-34-ptue20,189576725-34-ptue20,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20.txt,PTUE20,90-09072026-028207,MICHAUD CHAILLY,,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE - PTUE20,,,
189576725-34-ptue20,189576725-34-ptue20,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20.txt,PTUE20,90-09072026-028207,MICHAUD CHAILLY,,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE - PTUE20,,,
189576725-34-ptue20,189576725-34-ptue20,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_right.png,right,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20.txt,PTUE20,90-09072026-028207,MICHAUD CHAILLY,,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE - PTUE20,,,
189576725-34-ptue20,189576725-34-ptue20,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_front.png,front,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20.txt,PTUE20,90-09072026-028207,MICHAUD CHAILLY,,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE - PTUE20,,,
189576725-34-ptue20,189576725-34-ptue20,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20.txt,PTUE20,90-09072026-028207,MICHAUD CHAILLY,,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE - PTUE20,,,
189576725-34-ptue20,189576725-34-ptue20,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_back.png,back,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20.txt,PTUE20,90-09072026-028207,MICHAUD CHAILLY,,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE,P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAGE PAR BAGUE EXCENTRIQUE - PTUE20,,,
189576295-34-n6-30m6,189576295-34-n6-30m6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_top.png,top,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6.txt,N6-30M6,27-05584701-945889,AMODULAR,,6 Series-Screw cap N6-30M6,6 Series-Screw cap N6-30M6,,,
189576295-34-n6-30m6,189576295-34-n6-30m6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_iso.png,iso,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6.txt,N6-30M6,27-05584701-945889,AMODULAR,,6 Series-Screw cap N6-30M6,6 Series-Screw cap N6-30M6,,,
189576295-34-n6-30m6,189576295-34-n6-30m6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_left.png,left,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6.txt,N6-30M6,27-05584701-945889,AMODULAR,,6 Series-Screw cap N6-30M6,6 Series-Screw cap N6-30M6,,,
189576295-34-n6-30m6,189576295-34-n6-30m6,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_bottom.png,bottom,/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6.txt,N6-30M6,27-05584701-945889,AMODULAR,,6 Series-Screw cap N6-30M6,6 Series-Screw cap N6-30M6,,,
