query_path,query_part_id,query_view,correct_rank,top_1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576545-34-1204/1204_640x480_iso.png,189576545-34-1204,"<bound method Series.view of part_id                                          189576545-34-1204
folder_name                                      189576545-34-1204
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                     1204
part_number                                     90-26102021-037938
supplier                                                  ecmu csr
material                                                      None
part_title                                                    1200
design           roulement à rotule sur billes, alésage cylindr...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 111, dtype: object>",8,189576516-34-64771001
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_iso.png,189576725-34-ptue20,"<bound method Series.view of part_id                                        189576725-34-ptue20
folder_name                                    189576725-34-ptue20
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                   PTUE20
part_number                                     90-09072026-028207
supplier                                           MICHAUD CHAILLY
material                                                      None
part_title       P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAG...
design           P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAG...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 113, dtype: object>",6,189576400-114-mmq-40125hm
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576725-34-ptue20/ptue20_640x480_front.png,189576725-34-ptue20,"<bound method Series.view of part_id                                        189576725-34-ptue20
folder_name                                    189576725-34-ptue20
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         front
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                   PTUE20
part_number                                     90-09072026-028207
supplier                                           MICHAUD CHAILLY
material                                                      None
part_title       P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAG...
design           P7-13E COULISSEAU TENDEUR EN FONTE AVEC SERRAG...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 116, dtype: object>",3,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576295-34-n6-30m6/n6-30m6_640x480_iso.png,189576295-34-n6-30m6,"<bound method Series.view of part_id                                       189576295-34-n6-30m6
folder_name                                   189576295-34-n6-30m6
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  N6-30M6
part_number                                     27-05584701-945889
supplier                                                  AMODULAR
material                                                      None
part_title                              6 Series-Screw cap N6-30M6
design                                  6 Series-Screw cap N6-30M6
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 120, dtype: object>",4,189576054-114-ldeia1100ka0n00
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576369-34-ebtf3/ebtf3_640x480_left.png,189576369-34-ebtf3,"<bound method Series.view of part_id                                         189576369-34-ebtf3
folder_name                                     189576369-34-ebtf3
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          left
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                    EBTF3
part_number                                     80-09122021-080965
supplier                           ZKH Industrial Supply Co., Ltd.
material                                                      None
part_title                                            Cap Nut EBTF
design                                               Cap Nut EBTF3
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 127, dtype: object>",6,189576395-34-2453650
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576369-34-ebtf3/ebtf3_640x480_iso.png,189576369-34-ebtf3,"<bound method Series.view of part_id                                         189576369-34-ebtf3
folder_name                                     189576369-34-ebtf3
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                    EBTF3
part_number                                     80-09122021-080965
supplier                           ZKH Industrial Supply Co., Ltd.
material                                                      None
part_title                                            Cap Nut EBTF
design                                               Cap Nut EBTF3
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 128, dtype: object>",15,189576725-34-ptue20
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576369-34-ebtf3/ebtf3_640x480_right.png,189576369-34-ebtf3,"<bound method Series.view of part_id                                         189576369-34-ebtf3
folder_name                                     189576369-34-ebtf3
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         right
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                    EBTF3
part_number                                     80-09122021-080965
supplier                           ZKH Industrial Supply Co., Ltd.
material                                                      None
part_title                                            Cap Nut EBTF
design                                               Cap Nut EBTF3
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 130, dtype: object>",13,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576350-34-ebnld3/ebnld3_640x480_iso.png,189576350-34-ebnld3,"<bound method Series.view of part_id                                        189576350-34-ebnld3
folder_name                                    189576350-34-ebnld3
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                   EBNLD3
part_number                                     80-09122021-082339
supplier                           ZKH Industrial Supply Co., Ltd.
material                                                      None
part_title                                Anti Loosen Washer EBNLD
design                                   Anti Loosen Washer EBNLD3
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 137, dtype: object>",9,189576516-34-64771001
/Users/tanishqjadhav/Desktop/Extractor/data/raw/FYTB - T-Shaped Bolts/bolt_fytb8_640x480_back.png,FYTB - T-Shaped Bolts,"<bound method Series.view of part_id                                      FYTB - T-Shaped Bolts
folder_name                                  FYTB - T-Shaped Bolts
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          back
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                    FYTB8
part_number                                     10-18012019-087227
supplier                        Dongguan Forrun Hardware Co., Ltd.
material                                                      None
part_title                                   FYTB - T-Shaped Bolts
design                                      T-Shaped Bolts - FYTB8
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 141, dtype: object>",2,189576740-34-40_t_shafts_adp416c
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576347-34-screw_093126__25/screw_093126__25_640x480_right.png,189576347-34-screw_093126__25,"<bound method Series.view of part_id                              189576347-34-screw_093126__25
folder_name                          189576347-34-screw_093126__25
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         right
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                               093126  25
part_number                                     33-27092023-093149
supplier                                              Owlett-Jaton
material                                                      None
part_title               A2 - 304 St/St Hexagon Bolts DIN 931 - M6
design              A2 - 304 St/St Hexagon Bolts DIN 931 - M6 x 25
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 148, dtype: object>",13,189576359-34-ebcob3-6
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576347-34-screw_093126__25/screw_093126__25_640x480_left.png,189576347-34-screw_093126__25,"<bound method Series.view of part_id                              189576347-34-screw_093126__25
folder_name                          189576347-34-screw_093126__25
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          left
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                               093126  25
part_number                                     33-27092023-093149
supplier                                              Owlett-Jaton
material                                                      None
part_title               A2 - 304 St/St Hexagon Bolts DIN 931 - M6
design              A2 - 304 St/St Hexagon Bolts DIN 931 - M6 x 25
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 149, dtype: object>",9,189576337-34-screw_hx025872
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576347-34-screw_093126__25/screw_093126__25_640x480_iso.png,189576347-34-screw_093126__25,"<bound method Series.view of part_id                              189576347-34-screw_093126__25
folder_name                          189576347-34-screw_093126__25
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                               093126  25
part_number                                     33-27092023-093149
supplier                                              Owlett-Jaton
material                                                      None
part_title               A2 - 304 St/St Hexagon Bolts DIN 931 - M6
design              A2 - 304 St/St Hexagon Bolts DIN 931 - M6 x 25
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 153, dtype: object>",22,189576337-34-screw_hx025872
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576337-34-screw_hx025872/screw_hx025872_640x480_iso.png,189576337-34-screw_hx025872,"<bound method Series.view of part_id                                189576337-34-screw_hx025872
folder_name                            189576337-34-screw_hx025872
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                 HX025872
part_number                                     33-21092023-091948
supplier                                              Owlett-Jaton
material                                                      None
part_title       A2 - 304 St/St Coach Screws Hexagon Head DIN 5...
design           A2 - 304 St/St Coach Screws Hexagon Head DIN 5...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 154, dtype: object>",7,189576347-34-screw_093126__25
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576337-34-screw_hx025872/screw_hx025872_640x480_right.png,189576337-34-screw_hx025872,"<bound method Series.view of part_id                                189576337-34-screw_hx025872
folder_name                            189576337-34-screw_hx025872
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         right
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                 HX025872
part_number                                     33-21092023-091948
supplier                                              Owlett-Jaton
material                                                      None
part_title       A2 - 304 St/St Coach Screws Hexagon Head DIN 5...
design           A2 - 304 St/St Coach Screws Hexagon Head DIN 5...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 156, dtype: object>",13,189576395-34-2453650
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576337-34-screw_hx025872/screw_hx025872_640x480_left.png,189576337-34-screw_hx025872,"<bound method Series.view of part_id                                189576337-34-screw_hx025872
folder_name                            189576337-34-screw_hx025872
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          left
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                 HX025872
part_number                                     33-21092023-091948
supplier                                              Owlett-Jaton
material                                                      None
part_title       A2 - 304 St/St Coach Screws Hexagon Head DIN 5...
design           A2 - 304 St/St Coach Screws Hexagon Head DIN 5...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 159, dtype: object>",18,189576347-34-screw_093126__25
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_top.png","DIN 787 Metric Size, Steel T-Slot Bolts","<bound method Series.view of part_id                    DIN 787 Metric Size, Steel T-Slot Bolts
folder_name                DIN 787 Metric Size, Steel T-Slot Bolts
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           top
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                              787-6-M6-25
part_number                                     90-04092020-049501
supplier                                                  JW Winco
material                                   VS - Heat-treated steel
part_title                 DIN 787 Metric Size, Steel T-Slot Bolts
design                             Metric Size, Steel T-Slot Bolts
weight                                                   0.016 lbs
eclass                                                    23110607
rohs                                                           Yes
Name: 162, dtype: object>",2,189576172-34-ylbt8x20-c1
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_back.png","DIN 787 Metric Size, Steel T-Slot Bolts","<bound method Series.view of part_id                    DIN 787 Metric Size, Steel T-Slot Bolts
folder_name                DIN 787 Metric Size, Steel T-Slot Bolts
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          back
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                              787-6-M6-25
part_number                                     90-04092020-049501
supplier                                                  JW Winco
material                                   VS - Heat-treated steel
part_title                 DIN 787 Metric Size, Steel T-Slot Bolts
design                             Metric Size, Steel T-Slot Bolts
weight                                                   0.016 lbs
eclass                                                    23110607
rohs                                                           Yes
Name: 163, dtype: object>",26,189576252-114-fm0v224zf
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_bottom.png","DIN 787 Metric Size, Steel T-Slot Bolts","<bound method Series.view of part_id                    DIN 787 Metric Size, Steel T-Slot Bolts
folder_name                DIN 787 Metric Size, Steel T-Slot Bolts
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                        bottom
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                              787-6-M6-25
part_number                                     90-04092020-049501
supplier                                                  JW Winco
material                                   VS - Heat-treated steel
part_title                 DIN 787 Metric Size, Steel T-Slot Bolts
design                             Metric Size, Steel T-Slot Bolts
weight                                                   0.016 lbs
eclass                                                    23110607
rohs                                                           Yes
Name: 164, dtype: object>",4,189576183-34-ylat8x17-c1
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_iso.png","DIN 787 Metric Size, Steel T-Slot Bolts","<bound method Series.view of part_id                    DIN 787 Metric Size, Steel T-Slot Bolts
folder_name                DIN 787 Metric Size, Steel T-Slot Bolts
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                              787-6-M6-25
part_number                                     90-04092020-049501
supplier                                                  JW Winco
material                                   VS - Heat-treated steel
part_title                 DIN 787 Metric Size, Steel T-Slot Bolts
design                             Metric Size, Steel T-Slot Bolts
weight                                                   0.016 lbs
eclass                                                    23110607
rohs                                                           Yes
Name: 165, dtype: object>",19,189576270-34-bolt_din_261-m8x30
"/Users/tanishqjadhav/Desktop/Extractor/data/raw/DIN 787 Metric Size, Steel T-Slot Bolts/787-6-m6-25_640x480_front.png","DIN 787 Metric Size, Steel T-Slot Bolts","<bound method Series.view of part_id                    DIN 787 Metric Size, Steel T-Slot Bolts
folder_name                DIN 787 Metric Size, Steel T-Slot Bolts
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         front
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                              787-6-M6-25
part_number                                     90-04092020-049501
supplier                                                  JW Winco
material                                   VS - Heat-treated steel
part_title                 DIN 787 Metric Size, Steel T-Slot Bolts
design                             Metric Size, Steel T-Slot Bolts
weight                                                   0.016 lbs
eclass                                                    23110607
rohs                                                           Yes
Name: 166, dtype: object>",30,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576449-34-16-280-32-4-10/16-280-32-4-10_640x480_right.png,189576449-34-16-280-32-4-10,"<bound method Series.view of part_id                                189576449-34-16-280-32-4-10
folder_name                            189576449-34-16-280-32-4-10
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         right
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                           16-280-32-4-10
part_number                                     90-02012026-053049
supplier                                              EMILE MAURIN
material                                                      None
part_title       16-28 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
design           16-28 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 176, dtype: object>",2,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576449-34-16-280-32-4-10/16-280-32-4-10_640x480_iso.png,189576449-34-16-280-32-4-10,"<bound method Series.view of part_id                                189576449-34-16-280-32-4-10
folder_name                            189576449-34-16-280-32-4-10
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                           16-280-32-4-10
part_number                                     90-02012026-053049
supplier                                              EMILE MAURIN
material                                                      None
part_title       16-28 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
design           16-28 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 177, dtype: object>",2,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576449-34-16-280-32-4-10/16-280-32-4-10_640x480_left.png,189576449-34-16-280-32-4-10,"<bound method Series.view of part_id                                189576449-34-16-280-32-4-10
folder_name                            189576449-34-16-280-32-4-10
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          left
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                           16-280-32-4-10
part_number                                     90-02012026-053049
supplier                                              EMILE MAURIN
material                                                      None
part_title       16-28 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
design           16-28 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 181, dtype: object>",2,189576454-34-633-40-m5-16-dsg
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576443-34-16-140-20-4-6/16-140-20-4-6_640x480_left.png,189576443-34-16-140-20-4-6,"<bound method Series.view of part_id                                 189576443-34-16-140-20-4-6
folder_name                             189576443-34-16-140-20-4-6
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          left
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                            16-140-20-4-6
part_number                                     90-03012026-019588
supplier                                              EMILE MAURIN
material                                                      None
part_title       16-14 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
design           16-14 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 184, dtype: object>",14,189576667-114-2m02
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576443-34-16-140-20-4-6/16-140-20-4-6_640x480_right.png,189576443-34-16-140-20-4-6,"<bound method Series.view of part_id                                 189576443-34-16-140-20-4-6
folder_name                             189576443-34-16-140-20-4-6
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         right
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                            16-140-20-4-6
part_number                                     90-03012026-019588
supplier                                              EMILE MAURIN
material                                                      None
part_title       16-14 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
design           16-14 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 187, dtype: object>",3,189576175-114-t356a104k035at
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576443-34-16-140-20-4-6/16-140-20-4-6_640x480_iso.png,189576443-34-16-140-20-4-6,"<bound method Series.view of part_id                                 189576443-34-16-140-20-4-6
folder_name                             189576443-34-16-140-20-4-6
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                            16-140-20-4-6
part_number                                     90-03012026-019588
supplier                                              EMILE MAURIN
material                                                      None
part_title       16-14 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
design           16-14 VIS PAPILLON TECHNOPOLYMÈRE À TIGE FILET...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 188, dtype: object>",2,189576381-34-bouloncem6_20nfe27-312rapp
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576454-34-633-40-m5-16-dsg/633-40-m5-16-dsg_640x480_right.png,189576454-34-633-40-m5-16-dsg,"<bound method Series.view of part_id                              189576454-34-633-40-m5-16-dsg
folder_name                          189576454-34-633-40-m5-16-dsg
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         right
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                         633-40-M5-16-DSG
part_number                                     90-30092020-082246
supplier                                                  JW Winco
material                                              PA - Plastic
part_title       EN 633 Technopolymer Plastic Wing Screws, with...
design           Technopolymer Plastic Wing Screws, with Steel ...
weight                                                   0.022 lbs
eclass                                                    23110601
rohs                                                           Yes
Name: 198, dtype: object>",2,189576449-34-16-280-32-4-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576454-34-633-40-m5-16-dsg/633-40-m5-16-dsg_640x480_iso.png,189576454-34-633-40-m5-16-dsg,"<bound method Series.view of part_id                              189576454-34-633-40-m5-16-dsg
folder_name                          189576454-34-633-40-m5-16-dsg
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                         633-40-M5-16-DSG
part_number                                     90-30092020-082246
supplier                                                  JW Winco
material                                              PA - Plastic
part_title       EN 633 Technopolymer Plastic Wing Screws, with...
design           Technopolymer Plastic Wing Screws, with Steel ...
weight                                                   0.022 lbs
eclass                                                    23110601
rohs                                                           Yes
Name: 199, dtype: object>",2,189576449-34-16-280-32-4-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576454-34-633-40-m5-16-dsg/633-40-m5-16-dsg_640x480_left.png,189576454-34-633-40-m5-16-dsg,"<bound method Series.view of part_id                              189576454-34-633-40-m5-16-dsg
folder_name                          189576454-34-633-40-m5-16-dsg
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          left
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                         633-40-M5-16-DSG
part_number                                     90-30092020-082246
supplier                                                  JW Winco
material                                              PA - Plastic
part_title       EN 633 Technopolymer Plastic Wing Screws, with...
design           Technopolymer Plastic Wing Screws, with Steel ...
weight                                                   0.022 lbs
eclass                                                    23110601
rohs                                                           Yes
Name: 200, dtype: object>",2,189576449-34-16-280-32-4-10
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576381-34-bouloncem6_20nfe27-312rapp/bouloncem6_20nfe27-312rapp_640x480_back.png,189576381-34-bouloncem6_20nfe27-312rapp,"<bound method Series.view of part_id                    189576381-34-bouloncem6_20nfe27-312rapp
folder_name                189576381-34-bouloncem6_20nfe27-312rapp
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          back
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                   NF E 27-312 CE - d M6 - l 20 - H - e 2
part_number                                     10-08082008-066207
supplier                                                      None
material                                                      None
part_title              Boulons bruts ou usinés à tête cylindrique
design           Boulon CE, M 6-20, NF E 27-312, écrou H, ergot...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 204, dtype: object>",4,189576291-34-100016x16
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576381-34-bouloncem6_20nfe27-312rapp/bouloncem6_20nfe27-312rapp_640x480_bottom.png,189576381-34-bouloncem6_20nfe27-312rapp,"<bound method Series.view of part_id                    189576381-34-bouloncem6_20nfe27-312rapp
folder_name                189576381-34-bouloncem6_20nfe27-312rapp
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                        bottom
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                   NF E 27-312 CE - d M6 - l 20 - H - e 2
part_number                                     10-08082008-066207
supplier                                                      None
material                                                      None
part_title              Boulons bruts ou usinés à tête cylindrique
design           Boulon CE, M 6-20, NF E 27-312, écrou H, ergot...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 206, dtype: object>",2,189576183-34-ylat8x17-c1
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576381-34-bouloncem6_20nfe27-312rapp/bouloncem6_20nfe27-312rapp_640x480_front.png,189576381-34-bouloncem6_20nfe27-312rapp,"<bound method Series.view of part_id                    189576381-34-bouloncem6_20nfe27-312rapp
folder_name                189576381-34-bouloncem6_20nfe27-312rapp
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         front
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                   NF E 27-312 CE - d M6 - l 20 - H - e 2
part_number                                     10-08082008-066207
supplier                                                      None
material                                                      None
part_title              Boulons bruts ou usinés à tête cylindrique
design           Boulon CE, M 6-20, NF E 27-312, écrou H, ergot...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 207, dtype: object>",8,189576369-34-ebtf3
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576381-34-bouloncem6_20nfe27-312rapp/bouloncem6_20nfe27-312rapp_640x480_iso.png,189576381-34-bouloncem6_20nfe27-312rapp,"<bound method Series.view of part_id                    189576381-34-bouloncem6_20nfe27-312rapp
folder_name                189576381-34-bouloncem6_20nfe27-312rapp
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                   NF E 27-312 CE - d M6 - l 20 - H - e 2
part_number                                     10-08082008-066207
supplier                                                      None
material                                                      None
part_title              Boulons bruts ou usinés à tête cylindrique
design           Boulon CE, M 6-20, NF E 27-312, écrou H, ergot...
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 209, dtype: object>",7,189576291-34-100016x16
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576407-34-2454295/2454295_640x480_iso.png,189576407-34-2454295,"<bound method Series.view of part_id                                       189576407-34-2454295
folder_name                                   189576407-34-2454295
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                           iso
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  2454295
part_number                                     90-23112023-032765
supplier                                                    RS PRO
material                                                      None
part_title                            1/2 X 10 LAG BOLT GALVANIZED
design                                1/2 X 10 LAG BOLT GALVANIZED
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 213, dtype: object>",14,189576417-34-2453652
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576407-34-2454295/2454295_640x480_back.png,189576407-34-2454295,"<bound method Series.view of part_id                                       189576407-34-2454295
folder_name                                   189576407-34-2454295
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                          back
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  2454295
part_number                                     90-23112023-032765
supplier                                                    RS PRO
material                                                      None
part_title                            1/2 X 10 LAG BOLT GALVANIZED
design                                1/2 X 10 LAG BOLT GALVANIZED
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 214, dtype: object>",21,189576417-34-2453652
/Users/tanishqjadhav/Desktop/Extractor/data/raw/189576407-34-2454295/2454295_640x480_front.png,189576407-34-2454295,"<bound method Series.view of part_id                                       189576407-34-2454295
folder_name                                   189576407-34-2454295
image_path       /Users/tanishqjadhav/Desktop/Extractor/data/ra...
view                                                         front
metadata_path    /Users/tanishqjadhav/Desktop/Extractor/data/ra...
reference                                                  2454295
part_number                                     90-23112023-032765
supplier                                                    RS PRO
material                                                      None
part_title                            1/2 X 10 LAG BOLT GALVANIZED
design                                1/2 X 10 LAG BOLT GALVANIZED
weight                                                        None
eclass                                                        None
rohs                                                          None
Name: 216, dtype: object>",20,189576337-34-screw_hx025872
